Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,TotalGoals,prob_H_norm,prob_D_norm,prob_A_norm
2024-05-26,2023-24,Las Palmas,Alaves,1,1,D,10,14,4,4,2,6,2,1,0,0,2.4,3.3,3.0,2,0.3956834532374101,0.2877697841726619,0.31654676258992803
2024-05-26,2023-24,Sevilla,Barcelona,1,2,A,15,11,6,6,6,5,2,1,0,0,4.0,4.0,1.8,3,0.23684210526315788,0.23684210526315788,0.5263157894736842
2024-08-15,2024-25,Ath Bilbao,Getafe,1,1,D,7,9,4,2,5,6,4,1,0,0,1.48,4.0,8.0,2,0.6430868167202572,0.2379421221864952,0.1189710610932476
2024-08-15,2024-25,Betis,Girona,1,1,D,19,13,4,2,4,4,2,0,0,0,2.35,3.4,3.0,2,0.4041204437400951,0.2793185419968304,0.3165610142630745
2024-08-16,2024-25,Celta,Alaves,2,1,H,6,10,4,2,3,3,3,2,0,0,2.0,3.2,4.1,3,0.4733044733044733,0.2958152958152958,0.2308802308802309
2024-08-16,2024-25,Las Palmas,Sevilla,2,2,D,13,16,5,5,6,3,0,0,0,0,2.8,3.25,2.63,4,0.34174279831277615,0.2944245647002379,0.36383263698698604
2024-08-17,2024-25,Osasuna,Leganes,1,1,D,16,10,5,4,6,4,3,2,0,0,1.85,3.3,4.5,2,0.5071721311475409,0.28432377049180324,0.2085040983606557
2024-08-17,2024-25,Valencia,Barcelona,1,2,A,6,18,1,8,3,8,2,3,0,0,4.75,3.8,1.73,3,0.20017356089094587,0.25021695111368236,0.5496094879953717
2024-08-18,2024-25,Sociedad,Vallecano,1,2,A,11,12,5,5,10,5,2,4,0,0,1.57,3.75,7.0,3,0.6086603675149267,0.25482580719958264,0.1365138252854907
2024-08-18,2024-25,Mallorca,Real Madrid,1,1,D,12,13,5,4,8,7,1,0,0,1,8.0,4.2,1.45,2,0.1187365958276467,0.22616494443361276,0.6550984597387405
2024-08-19,2024-25,Villarreal,Ath Madrid,2,2,D,8,10,3,5,2,3,1,3,0,0,3.3,3.7,2.1,4,0.28874024526198444,0.25752508361204013,0.4537346711259755
2024-08-19,2024-25,Valladolid,Espanol,1,0,H,12,10,3,2,3,2,2,2,0,0,2.38,3.0,3.4,1,0.40106951871657753,0.3181818181818181,0.2807486631016043
2024-08-23,2024-25,Celta,Valencia,3,1,H,7,13,5,5,4,7,3,0,0,0,2.1,3.4,3.6,4,0.4543429844097996,0.28062360801781744,0.26503340757238314
2024-08-23,2024-25,Sevilla,Villarreal,1,2,A,15,6,9,5,7,2,3,5,0,0,2.4,3.6,2.8,3,0.39622641509433965,0.2641509433962264,0.33962264150943394
2024-08-24,2024-25,Osasuna,Mallorca,1,0,H,15,11,5,2,5,4,2,1,0,0,2.45,3.1,3.1,1,0.3875,0.30625,0.30625
2024-08-24,2024-25,Barcelona,Ath Bilbao,2,1,H,13,9,5,2,5,6,4,5,0,0,1.62,4.2,5.0,3,0.5848930481283423,0.22560160427807488,0.18950534759358292
2024-08-24,2024-25,Espanol,Sociedad,0,1,A,13,8,3,4,7,4,2,2,0,0,3.9,3.2,2.05,1,0.2426484187164787,0.29572776031070835,0.46162382097281307
2024-08-24,2024-25,Getafe,Vallecano,0,0,D,12,3,0,1,3,2,1,2,0,0,2.45,3.0,3.2,0,0.3872529245663574,0.3162565550625252,0.2964905203711174
2024-08-25,2024-25,Real Madrid,Valladolid,3,0,H,17,8,9,2,5,5,1,1,0,0,1.18,7.5,15.0,3,0.8090614886731391,0.12729234088457386,0.06364617044228693
2024-08-25,2024-25,Leganes,Las Palmas,2,1,H,10,10,5,5,3,7,1,1,0,0,2.25,3.0,3.6,3,0.4210526315789474,0.31578947368421056,0.26315789473684215
2024-08-25,2024-25,Alaves,Betis,0,0,D,3,13,1,3,3,8,1,4,1,0,2.38,3.1,3.25,0,0.39999205971097346,0.30709067810068286,0.2929172621883437
2024-08-25,2024-25,Ath Madrid,Girona,3,0,H,11,13,6,5,1,9,1,3,0,0,1.6,4.1,5.5,3,0.5948298601951991,0.23212872592983383,0.17304141387496702
2024-08-26,2024-25,Villarreal,Celta,4,3,H,22,18,9,8,7,4,4,3,0,0,1.91,3.4,3.8,7,0.48440311937612485,0.2721205758848231,0.2434763047390522
2024-08-27,2024-25,Mallorca,Sevilla,0,0,D,12,16,4,7,5,9,0,1,0,1,2.38,3.1,3.25,0,0.39999205971097346,0.30709067810068286,0.2929172621883437
2024-08-27,2024-25,Vallecano,Barcelona,1,2,A,8,22,4,5,6,6,3,1,0,0,5.25,3.8,1.62,3,0.17786252925370546,0.2457311259426194,0.5764063448036751
2024-08-28,2024-25,Valladolid,Leganes,0,0,D,12,8,2,1,4,4,1,5,0,0,2.3,3.0,3.6,0,0.4157043879907621,0.31870669745958424,0.26558891454965355
2024-08-28,2024-25,Sociedad,Alaves,1,2,A,8,12,1,5,8,6,4,4,1,0,1.7,3.5,5.75,3,0.5613668061366807,0.27266387726638774,0.16596931659693168
2024-08-28,2024-25,Ath Madrid,Espanol,0,0,D,24,8,7,1,9,3,0,2,0,0,1.3,5.25,11.0,0,0.7321711568938194,0.18129952456418386,0.08652931854199684
2024-08-28,2024-25,Ath Bilbao,Valencia,1,0,H,13,2,4,0,5,3,1,3,0,0,1.62,3.9,5.75,1,0.5892322244994482,0.24475800094592468,0.16600977455462715
2024-08-29,2024-25,Girona,Osasuna,4,0,H,10,1,5,0,5,0,0,0,0,0,1.7,4.0,4.33,4,0.550173120294781,0.23382357612528193,0.2160033035799371
2024-08-29,2024-25,Las Palmas,Real Madrid,1,1,D,7,25,3,8,2,6,0,2,0,0,8.0,5.0,1.38,2,0.11908871246116672,0.19054193993786675,0.6903693476009666
2024-08-31,2024-25,Barcelona,Valladolid,7,0,H,23,5,10,2,10,1,0,3,0,0,1.25,6.25,10.0,7,0.7547169811320755,0.1509433962264151,0.09433962264150944
2024-08-31,2024-25,Ath Bilbao,Ath Madrid,0,1,A,8,9,1,2,2,2,3,1,0,0,3.0,3.3,2.38,1,0.31549771029163654,0.28681610026512416,0.39768618944323936
2024-08-31,2024-25,Espanol,Vallecano,2,1,H,10,17,5,5,3,7,3,2,0,0,2.8,3.0,2.8,3,0.3409090909090909,0.3181818181818181,0.3409090909090909
2024-08-31,2024-25,Leganes,Mallorca,0,1,A,4,12,2,3,1,3,1,3,0,0,2.5,3.0,3.2,1,0.38247011952191234,0.31872509960159356,0.298804780876494
2024-08-31,2024-25,Valencia,Villarreal,1,1,D,22,9,6,3,14,3,3,5,0,1,2.8,3.4,2.45,2,0.3371104815864023,0.2776203966005666,0.38526912181303113
2024-09-01,2024-25,Alaves,Las Palmas,2,0,H,15,12,5,7,6,5,3,0,0,0,1.95,3.4,4.0,2,0.48519443453442745,0.27827327863003926,0.23653228683553335
2024-09-01,2024-25,Osasuna,Celta,3,2,H,10,12,4,3,6,3,2,0,0,1,2.45,3.25,3.0,5,0.38902743142144636,0.2932668329177058,0.31770573566084787
2024-09-01,2024-25,Sevilla,Girona,0,2,A,16,11,5,4,7,5,3,2,0,0,2.35,3.8,2.75,2,0.40437264196575406,0.25007255489987423,0.3455548031343717
2024-09-01,2024-25,Getafe,Sociedad,0,0,D,16,1,1,0,4,1,1,1,0,0,3.5,2.9,2.38,0,0.2719249862107005,0.3281853281853282,0.39988968560397137
2024-09-01,2024-25,Real Madrid,Betis,2,0,H,20,12,8,2,7,3,2,0,0,0,1.29,5.75,9.5,2,0.7352198929977456,0.16494498468992902,0.09983512231232546
2024-09-13,2024-25,Betis,Leganes,2,0,H,14,3,5,0,11,1,1,2,0,0,1.62,3.7,6.25,2,0.5892620527978799,0.2580012231169096,0.1527367240852105
2024-09-14,2024-25,Mallorca,Villarreal,1,2,A,10,21,5,4,7,6,3,3,1,0,2.45,3.4,2.88,3,0.38891095400746684,0.2802446580347923,0.3308443879577409
2024-09-14,2024-25,Espanol,Alaves,3,2,H,9,19,4,6,0,5,2,3,0,0,2.63,3.2,2.8,5,0.3621665319320938,0.2976556184316896,0.34017784963621667
2024-09-14,2024-25,Sevilla,Getafe,1,0,H,10,15,4,4,3,4,3,4,1,0,2.2,3.0,3.7,1,0.4295665634674923,0.315015479876161,0.25541795665634676
2024-09-14,2024-25,Sociedad,Real Madrid,0,2,A,11,16,2,7,6,6,4,1,0,0,4.75,3.9,1.67,2,0.19754022535296703,0.24059386421194706,0.5618659104350859
2024-09-15,2024-25,Celta,Valladolid,3,1,H,14,6,7,1,5,3,3,5,0,1,1.67,3.75,5.5,4,0.5717651950932151,0.2546261002148451,0.17360870469193984
2024-09-15,2024-25,Girona,Barcelona,1,4,A,9,20,4,9,1,6,3,2,0,1,4.2,3.8,1.8,5,0.225296442687747,0.24901185770750986,0.5256916996047432
2024-09-15,2024-25,Las Palmas,Ath Bilbao,2,3,A,15,9,6,4,9,3,1,2,0,1,3.8,3.4,2.0,5,0.24890190336749632,0.2781844802342606,0.47291361639824303
2024-09-15,2024-25,Ath Madrid,Valencia,3,0,H,14,5,5,1,7,3,1,2,0,0,1.33,4.5,11.0,3,0.705983027882764,0.2086572060186836,0.08535976609855238
2024-09-16,2024-25,Vallecano,Osasuna,3,1,H,17,5,6,2,7,4,3,2,0,0,2.05,3.1,4.0,4,0.46002596920793914,0.30421072157299195,0.2357633092190688
2024-09-17,2024-25,Mallorca,Sociedad,1,0,H,10,13,4,4,5,5,1,1,0,0,2.9,2.75,3.0,1,0.33099297893681046,0.3490471414242728,0.3199598796389167
2024-09-18,2024-25,Betis,Getafe,2,1,H,18,15,8,5,8,4,3,5,0,0,1.91,3.0,5.0,3,0.4953764861294584,0.3153896961690885,0.18923381770145312
2024-09-19,2024-25,Leganes,Ath Bilbao,0,2,A,14,10,3,4,4,7,3,0,0,0,3.75,3.2,2.05,2,0.2499285646252024,0.2928850366701591,0.4571863987046386
2024-09-20,2024-25,Alaves,Sevilla,2,1,H,10,8,4,2,3,5,1,4,0,0,2.15,3.1,3.7,3,0.43963204292832503,0.3049060942889996,0.2554618627826753
2024-09-21,2024-25,Real Madrid,Espanol,4,1,H,31,10,14,2,9,4,4,3,0,0,1.17,7.0,19.0,5,0.8138538734549016,0.13602986170603354,0.050116264839064985
2024-09-21,2024-25,Valencia,Girona,2,0,H,7,8,2,3,5,4,3,2,0,0,2.88,3.3,2.5,2,0.33060831930752577,0.28853089685020433,0.38086078384226973
2024-09-21,2024-25,Valladolid,Sociedad,0,0,D,15,14,2,4,5,7,4,4,0,0,3.9,3.0,2.2,0,0.24553571428571433,0.31919642857142855,0.43526785714285715
2024-09-21,2024-25,Osasuna,Las Palmas,2,1,H,13,11,2,4,2,4,2,5,0,0,1.9,3.4,4.2,3,0.4972144846796657,0.27785515320334264,0.22493036211699163
2024-09-22,2024-25,Getafe,Leganes,1,1,D,12,6,3,3,6,2,3,2,0,0,2.05,2.8,4.75,2,0.462166623229954,0.33837199200764484,0.19946138476240116
2024-09-22,2024-25,Ath Bilbao,Celta,3,1,H,10,11,7,4,3,6,3,2,0,0,1.7,3.7,5.25,4,0.5607678983833718,0.2576501154734411,0.18158198614318705
2024-09-22,2024-25,Villarreal,Barcelona,1,5,A,13,17,4,10,7,3,6,1,0,0,3.9,3.9,1.85,6,0.24342105263157898,0.24342105263157898,0.513157894736842
2024-09-22,2024-25,Vallecano,Ath Madrid,1,1,D,15,10,3,5,3,4,0,0,0,0,5.0,3.4,1.8,2,0.19053549190535493,0.28019925280199254,0.5292652552926526
2024-09-23,2024-25,Betis,Mallorca,1,2,A,14,6,6,6,6,3,3,2,0,0,1.85,3.3,4.75,3,0.5127995419972192,0.28747853111965327,0.1997219268831275
2024-09-24,2024-25,Sevilla,Valladolid,2,1,H,22,8,5,2,6,4,5,4,1,0,1.65,3.8,5.5,3,0.5766312594840667,0.25037936267071315,0.17298937784522
2024-09-24,2024-25,Valencia,Osasuna,0,0,D,10,9,2,2,10,5,2,3,0,0,2.0,3.1,4.0,0,0.4661654135338346,0.3007518796992481,0.2330827067669173
2024-09-24,2024-25,Real Madrid,Alaves,3,2,H,10,12,4,3,4,4,4,0,0,0,1.2,6.5,13.0,5,0.783132530120482,0.14457831325301207,0.07228915662650603
2024-09-25,2024-25,Girona,Vallecano,0,0,D,11,2,0,0,4,3,3,4,0,0,1.73,3.7,4.5,0,0.5399533013361008,0.2524646517057984,0.20758204695810092
2024-09-25,2024-25,Barcelona,Getafe,1,0,H,16,7,4,1,7,5,1,1,0,0,1.25,6.25,10.0,1,0.7547169811320755,0.1509433962264151,0.09433962264150944
2024-09-26,2024-25,Celta,Ath Madrid,0,1,A,9,7,4,2,2,3,2,2,0,0,3.8,3.7,1.91,1,0.24896952615818213,0.25569843227056543,0.49533204157125243
2024-09-26,2024-25,Las Palmas,Betis,1,1,D,8,14,2,5,1,4,4,2,0,0,3.1,3.1,2.38,2,0.30279898218829515,0.30279898218829515,0.3944020356234097
2024-09-26,2024-25,Espanol,Villarreal,1,2,A,11,15,2,4,4,1,5,3,0,0,3.25,3.5,2.15,3,0.2906808305166586,0.269917914051183,0.43940125543215836
2024-09-27,2024-25,Valladolid,Mallorca,1,2,A,11,14,1,6,7,4,3,2,0,0,3.0,2.9,2.63,3,0.31494404756988886,0.3258041871412644,0.35925176528884667
2024-09-28,2024-25,Getafe,Alaves,2,0,H,14,9,8,1,2,2,3,6,0,0,2.55,2.88,3.1,2,0.3692765851842661,0.32696364313190224,0.3037597716838317
2024-09-28,2024-25,Vallecano,Leganes,1,1,D,15,13,6,3,5,5,2,1,0,0,1.9,3.0,5.0,2,0.4966887417218543,0.31456953642384106,0.18874172185430466
2024-09-28,2024-25,Sociedad,Valencia,3,0,H,11,9,6,4,6,4,0,0,0,0,1.85,3.25,4.75,3,0.5105415460934271,0.29061595700702775,0.19884249689954528
2024-09-28,2024-25,Osasuna,Barcelona,4,2,H,11,12,6,5,5,8,2,2,0,0,7.0,4.5,1.45,6,0.13544369486248053,0.21069019200830302,0.6538661131292164
2024-09-29,2024-25,Celta,Girona,1,1,D,12,9,2,4,4,4,1,0,0,0,2.1,3.6,3.25,2,0.4485336400230017,0.26164462334675104,0.2898217366302473
2024-09-29,2024-25,Ath Bilbao,Sevilla,1,1,D,13,13,3,4,4,7,0,3,1,0,1.7,3.7,5.0,2,0.5557224391709222,0.2553319315109642,0.18894562931811357
2024-09-29,2024-25,Betis,Espanol,1,0,H,20,8,12,1,8,4,2,4,0,0,1.65,3.4,5.75,1,0.5642542752002309,0.2738292806118767,0.16191644418789233
2024-09-29,2024-25,Ath Madrid,Real Madrid,1,1,D,12,12,4,4,5,5,3,1,1,0,2.8,3.3,2.5,2,0.3368721927317272,0.2858309514087382,0.3772968558595345
2024-09-30,2024-25,Villarreal,Las Palmas,3,1,H,17,7,7,3,3,2,0,3,0,0,1.45,4.33,6.5,4,0.6418691631412705,0.2149446389272153,0.1431861979315142
2024-10-04,2024-25,Leganes,Valencia,0,0,D,8,6,0,1,1,2,2,2,0,0,2.9,2.88,2.8,0,0.32865992826866647,0.3309422888816433,0.34039778284969024
2024-10-05,2024-25,Real Madrid,Villarreal,2,0,H,11,10,2,1,2,5,0,1,0,0,1.27,6.25,8.5,2,0.7393104408029781,0.15022788157116518,0.11046167762585674
2024-10-05,2024-25,Las Palmas,Celta,0,1,A,24,8,5,1,11,2,3,8,0,2,3.1,3.5,2.25,1,0.306420233463035,0.2714007782101167,0.42217898832684825
2024-10-05,2024-25,Valladolid,Vallecano,1,2,A,13,17,5,3,5,13,4,2,0,0,3.1,3.0,2.5,3,0.3054989816700611,0.3156822810590631,0.3788187372708758
2024-10-05,2024-25,Espanol,Mallorca,2,1,H,8,11,3,4,4,6,1,5,0,0,3.1,3.0,2.55,3,0.30778515389257693,0.3180446590223295,0.3741701870850936
2024-10-05,2024-25,Getafe,Osasuna,1,1,D,11,6,3,2,4,2,2,4,0,0,2.2,2.9,3.9,2,0.43052912066996574,0.32660829843928435,0.2428625808907499
2024-10-06,2024-25,Girona,Ath Bilbao,2,1,H,14,13,6,4,6,1,4,3,0,1,2.35,3.3,3.1,3,0.4048278591214879,0.2882865057380293,0.3068856351404828
2024-10-06,2024-25,Alaves,Barcelona,0,3,A,11,14,2,8,11,3,2,2,0,0,5.25,4.5,1.57,3,0.18146792525524946,0.2117125794644577,0.6068194952802928
2024-10-06,2024-25,Sevilla,Betis,1,0,H,14,11,5,3,4,1,6,3,1,0,2.45,3.2,3.0,1,0.3872529245663574,0.2964905203711174,0.3162565550625252
2024-10-06,2024-25,Sociedad,Ath Madrid,1,1,D,16,4,8,1,5,1,0,2,0,0,3.3,3.2,2.3,2,0.28851430811446493,0.29753038024304196,0.4139553116424932
2024-10-18,2024-25,Alaves,Valladolid,2,3,A,10,12,4,4,5,6,6,2,1,0,1.62,3.9,5.75,5,0.5892322244994482,0.24475800094592468,0.16600977455462715
2024-10-19,2024-25,Ath Bilbao,Espanol,4,1,H,10,5,6,2,5,5,2,3,0,0,1.45,4.2,7.5,5,0.6499535747446611,0.22438873413803773,0.12565769111730113
2024-10-19,2024-25,Osasuna,Betis,1,2,A,19,11,6,7,10,2,2,1,0,1,2.5,3.4,2.7,3,0.375767498976668,0.2762996316004912,0.34793286942284074
2024-10-19,2024-25,Girona,Sociedad,0,1,A,8,14,3,4,6,6,2,1,0,0,2.4,3.4,2.88,1,0.3938223938223938,0.277992277992278,0.3281853281853282
2024-10-19,2024-25,Celta,Real Madrid,1,2,A,13,10,5,3,6,2,2,1,0,0,4.75,4.5,1.6,3,0.1990324809951624,0.21008984105044923,0.5908776779543885
2024-10-20,2024-25,Mallorca,Vallecano,1,0,H,19,10,5,2,9,2,1,1,0,0,2.05,3.1,4.0,1,0.46002596920793914,0.30421072157299195,0.2357633092190688
2024-10-20,2024-25,Ath Madrid,Leganes,3,1,H,24,5,9,2,8,2,5,1,0,0,1.33,4.75,10.0,4,0.7077140835102618,0.1981599433828733,0.09412597310686482
2024-10-20,2024-25,Villarreal,Getafe,1,1,D,10,21,4,4,5,5,4,3,0,0,1.67,3.8,5.0,2,0.5638651471984806,0.24780389363722696,0.18833095916429252
2024-10-20,2024-25,Barcelona,Sevilla,5,1,H,21,7,9,1,5,5,1,2,0,0,1.3,5.75,8.0,6,0.7201565557729942,0.16281800391389434,0.11702544031311157
2024-10-21,2024-25,Valencia,Las Palmas,2,3,A,14,11,7,6,11,2,4,9,1,0,1.62,3.8,5.5,5,0.5811043763554468,0.24773397097258518,0.17116165267196795
2024-10-25,2024-25,Espanol,Sevilla,0,2,A,16,6,1,3,13,2,2,0,0,0,3.0,3.25,2.4,2,0.3151515151515151,0.2909090909090909,0.393939393939394
2024-10-26,2024-25,Valladolid,Villarreal,1,2,A,7,21,3,9,4,6,4,3,0,0,3.5,3.75,2.0,3,0.27149321266968324,0.25339366515837103,0.4751131221719457
2024-10-26,2024-25,Vallecano,Alaves,1,0,H,16,15,4,7,6,2,2,4,1,0,2.25,3.1,3.5,1,0.4221789883268483,0.3064202334630351,0.27140077821011677
2024-10-26,2024-25,Las Palmas,Girona,1,0,H,12,8,3,3,3,5,4,5,0,1,2.88,3.4,2.45,1,0.3308443879577409,0.2802446580347923,0.38891095400746684
2024-10-26,2024-25,Real Madrid,Barcelona,0,4,A,9,15,4,7,10,3,2,5,0,0,2.0,4.1,3.25,4,0.47546833184656556,0.23193577163247103,0.29259589652096346
2024-10-27,2024-25,Leganes,Celta,3,0,H,7,18,4,5,4,2,2,2,0,0,3.25,3.25,2.3,3,0.2929936305732484,0.2929936305732484,0.41401273885350315
2024-10-27,2024-25,Getafe,Valencia,1,1,D,15,2,4,1,8,2,3,7,0,0,2.1,3.1,3.8,2,0.4484202512371526,0.30376855728968405,0.2478111914731633
2024-10-27,2024-25,Betis,Ath Madrid,1,0,H,24,10,3,3,3,10,3,2,0,0,3.1,3.4,2.3,1,0.3067869752844252,0.27971753628874063,0.41349548842683403
2024-10-27,2024-25,Sociedad,Osasuna,0,2,A,19,10,9,4,14,4,3,4,0,0,1.75,3.6,5.0,2,0.5446293494704992,0.264750378214826,0.19062027231467474
2024-10-28,2024-25,Mallorca,Ath Bilbao,0,0,D,4,20,1,1,1,14,5,1,1,0,2.9,3.1,2.55,0,0.32544256895841916,0.30444627418690823,0.3701111568546728
2024-11-01,2024-25,Alaves,Mallorca,1,0,H,13,7,3,2,7,2,3,2,0,0,2.25,3.0,3.4,1,0.4146341463414634,0.31097560975609756,0.27439024390243905
2024-11-02,2024-25,Osasuna,Valladolid,1,0,H,20,7,4,4,7,2,1,5,0,0,1.6,3.7,6.25,1,0.5922653348700219,0.2561147394032527,0.1516199257267256
2024-11-02,2024-25,Girona,Leganes,4,3,H,15,8,6,5,6,1,2,4,0,0,1.7,3.5,5.5,7,0.557163531114327,0.27062228654124454,0.17221418234442837
2024-11-03,2024-25,Ath Bilbao,Betis,1,1,D,17,7,8,4,6,2,0,0,0,0,1.91,3.5,4.0,2,0.4942630185348632,0.26972639011473964,0.23601059135039718
2024-11-03,2024-25,Sevilla,Sociedad,0,2,A,8,9,0,3,5,9,2,1,0,0,2.9,3.0,2.63,2,0.3258041871412644,0.31494404756988886,0.35925176528884667
2024-11-03,2024-25,Ath Madrid,Las Palmas,2,0,H,15,1,3,1,9,1,1,1,0,0,1.27,6.0,9.5,2,0.7433005150942166,0.1573319423616092,0.09936754254417422
2024-11-03,2024-25,Barcelona,Espanol,3,1,H,14,10,9,3,9,5,0,3,0,0,1.13,9.0,19.0,4,0.8438610343466245,0.10595144097907619,0.050187524674299246
2024-11-04,2024-25,Celta,Getafe,1,0,H,10,10,3,2,0,2,1,4,0,1,1.95,3.2,4.5,1,0.4895461499235085,0.29831718510963795,0.21213666496685363
2024-11-08,2024-25,Vallecano,Las Palmas,1,3,A,35,11,7,3,12,4,1,3,0,0,1.83,3.4,4.5,4,0.5141647343482205,0.27674160701683637,0.209093658634943
2024-11-09,2024-25,Real Madrid,Osasuna,4,0,H,18,2,8,0,11,3,0,2,0,0,1.2,7.0,13.0,4,0.7913043478260869,0.13565217391304346,0.07304347826086957
2024-11-09,2024-25,Villarreal,Alaves,3,0,H,13,9,3,3,7,2,1,3,0,0,1.62,4.0,5.5,3,0.5883926183471516,0.23829901043059643,0.17330837122225196
2024-11-09,2024-25,Leganes,Sevilla,1,0,H,8,13,4,2,0,6,2,1,0,1,2.88,3.2,2.55,1,0.33009708737864074,0.29708737864077667,0.37281553398058254
2024-11-10,2024-25,Betis,Celta,2,2,D,19,3,6,2,2,0,3,0,0,0,1.95,3.4,4.0,4,0.48519443453442745,0.27827327863003926,0.23653228683553335
2024-11-10,2024-25,Mallorca,Ath Madrid,0,1,A,12,9,6,2,7,2,1,3,0,0,3.6,3.1,2.2,1,0.2633204633204633,0.30579150579150577,0.43088803088803085
2024-11-10,2024-25,Getafe,Girona,0,1,A,8,3,0,2,5,2,3,3,0,0,2.45,3.2,3.0,1,0.3872529245663574,0.2964905203711174,0.3162565550625252
2024-11-10,2024-25,Valladolid,Ath Bilbao,1,1,D,6,17,3,1,5,5,4,4,0,0,4.5,3.4,1.85,2,0.21026241016212607,0.2782884840381081,0.5114491057997661
2024-11-10,2024-25,Sociedad,Barcelona,1,0,H,14,11,6,0,7,6,3,1,0,0,4.75,4.1,1.65,1,0.19851808377962,0.22999046291541345,0.5714914533049666
2024-11-22,2024-25,Getafe,Valladolid,2,0,H,12,6,5,3,3,2,3,2,0,0,1.65,3.4,6.5,2,0.5749967477559516,0.27904253935215295,0.1459607128918954
2024-11-23,2024-25,Ath Madrid,Alaves,2,1,H,11,4,8,1,5,0,3,3,0,0,1.36,4.75,9.0,3,0.6956875508543532,0.19918633034987795,0.10512611879576893
2024-11-23,2024-25,Celta,Barcelona,2,2,D,15,9,8,4,5,1,5,5,0,1,4.75,4.33,1.65,4,0.20097329076358317,0.22046723582610164,0.5785594734103152
2024-11-23,2024-25,Las Palmas,Mallorca,2,3,A,14,10,3,3,4,3,4,2,0,1,2.8,3.0,2.7,5,0.3366583541147132,0.31421446384039897,0.34912718204488774
2024-11-23,2024-25,Valencia,Betis,4,2,H,11,7,5,3,2,4,4,2,0,0,3.0,3.0,2.6,6,0.3170731707317074,0.3170731707317074,0.3658536585365854
2024-11-23,2024-25,Girona,Espanol,4,1,H,12,9,5,1,6,3,0,3,0,0,1.67,3.9,5.25,5,0.5726391743927508,0.24520703108612663,0.1821537945211226
2024-11-24,2024-25,Osasuna,Villarreal,2,2,D,4,17,3,7,0,8,6,5,0,0,2.55,3.4,2.75,4,0.3735144312393889,0.28013582342954163,0.34634974533106966
2024-11-24,2024-25,Sevilla,Vallecano,1,0,H,11,9,3,1,8,3,2,5,0,1,2.3,3.2,3.3,1,0.41395531164249316,0.2975303802430419,0.2885143081144649
2024-11-24,2024-25,Leganes,Real Madrid,0,3,A,4,16,0,9,2,4,2,0,0,0,7.5,4.5,1.42,3,0.125812167749557,0.20968694624926165,0.6645008860011814
2024-11-24,2024-25,Ath Bilbao,Sociedad,1,0,H,12,6,4,1,4,4,3,4,0,0,2.25,3.0,3.6,1,0.4210526315789474,0.31578947368421056,0.26315789473684215
2024-11-29,2024-25,Mallorca,Valencia,2,1,H,9,7,3,1,3,6,0,0,0,0,2.0,3.0,4.5,3,0.4736842105263159,0.31578947368421056,0.2105263157894737
2024-11-30,2024-25,Espanol,Celta,3,1,H,9,16,5,2,2,5,2,2,0,0,3.3,3.4,2.2,4,0.288135593220339,0.2796610169491525,0.43220338983050843
2024-11-30,2024-25,Barcelona,Las Palmas,1,2,A,27,5,8,3,7,0,0,0,0,0,1.17,8.5,13.0,3,0.8145663632007667,0.11212266411116434,0.07331097268806899
2024-11-30,2024-25,Alaves,Leganes,1,1,D,18,6,7,3,13,8,1,4,0,0,1.8,3.4,5.0,2,0.5292652552926526,0.28019925280199254,0.19053549190535493
2024-11-30,2024-25,Valladolid,Ath Madrid,0,5,A,9,13,1,9,3,5,1,2,0,0,6.0,4.2,1.53,5,0.15747684164093514,0.22496691662990734,0.6175562417291575
2024-12-01,2024-25,Sociedad,Betis,2,0,H,2,7,1,2,0,4,3,2,0,0,1.8,3.6,4.5,2,0.5263157894736842,0.2631578947368421,0.21052631578947367
2024-12-01,2024-25,Vallecano,Ath Bilbao,1,2,A,7,12,4,7,1,7,3,0,0,0,2.8,3.1,2.7,3,0.34010564811052413,0.30719219829337663,0.3527021535960991
2024-12-01,2024-25,Real Madrid,Getafe,2,0,H,13,8,4,3,5,3,2,6,0,0,1.36,4.5,10.0,2,0.6953028430160691,0.21013597033374534,0.09456118665018541
2024-12-01,2024-25,Villarreal,Girona,2,2,D,13,13,4,6,1,5,2,6,0,0,1.83,3.7,4.2,4,0.5180518051805181,0.25622562256225623,0.22572257225722572
2024-12-02,2024-25,Sevilla,Osasuna,1,1,D,12,7,5,3,5,1,1,1,0,0,2.1,3.4,3.5,2,0.4509283819628648,0.2785145888594165,0.27055702917771884
2024-12-03,2024-25,Mallorca,Barcelona,1,5,A,6,20,1,9,2,5,4,3,0,0,5.75,4.33,1.53,6,0.1643084432253056,0.21819250543776147,0.6174990513369328
2024-12-04,2024-25,Ath Bilbao,Real Madrid,2,1,H,9,10,3,5,5,2,3,3,0,0,3.2,3.3,2.25,3,0.2948183442525313,0.2858844550327576,0.41929720071471116
2024-12-06,2024-25,Celta,Mallorca,2,0,H,12,9,5,4,3,3,1,0,0,1,1.85,3.4,4.5,2,0.5114491057997661,0.2782884840381081,0.21026241016212607
2024-12-07,2024-25,Las Palmas,Valladolid,2,1,H,11,9,5,2,3,3,4,3,0,0,1.8,3.6,4.5,3,0.5263157894736842,0.2631578947368421,0.21052631578947367
